2019,24,5,5,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,5,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,6,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,6,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,7,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,7,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,8,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,8,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,9,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,9,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,10,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,10,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,11,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,11,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,12,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,12,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,13,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,13,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,14,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,14,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,15,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,15,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,16,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,16,30,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
2019,24,5,17,0,24.86,14,-999,2.0151,-76.407,0.024995,0.35013,0
