-0.045227,0.0015549
0.49097,0.0094167
1.1512,0.017278
0.88452,0.02514
1.0068,0.033002
1.488,0.040864
1.4743,0.048726
1.1226,0.056587
0.72076,0.064449
0.76807,0.072311
1.0283,0.080173
0.8006,0.088034
0.67389,0.095896
0.41614,0.10376
0.37933,0.11162
1.1246,0.11948
0.94092,0.12734
1.3162,0.13521
1.2634,0.14307
2.4737,0.15093
2.2739,0.15879
1.8922,0.16665
1.4944,0.17451
0.85468,0.18238
1.403,0.19024
0.87927,0.1981
0.52148,0.20596
0.15973,0.21382
-0.082947,0.22168
0.049255,0.22955
-0.13251,0.23741
-0.7442,0.24527
-0.69794,0.25313
-1.0007,0.26099
-1.1194,0.26886
-1.2952,0.27672
-1.124,0.28458
0.28137,0.29244
2.5236,0.3003
6.0999,0.30816
8.1301,0.31603
8.4694,0.32389
9.9876,0.33175
10.66,0.33961
12.298,0.34747
12.144,0.35533
14.333,0.3632
14.983,0.37106
16.911,0.37892
18.122,0.38678
17.934,0.39464
17.597,0.40251
17.363,0.41037
17.143,0.41823
16.685,0.42609
16.378,0.43395
16.377,0.44181
16.287,0.44968
15.715,0.45754
15.33,0.4654
15.217,0.47326
14.803,0.48112
14.31,0.48898
13.143,0.49685
11.33,0.50471
11.259,0.51257
11.231,0.52043
10.922,0.52829
10.866,0.53616
10.582,0.54402
10.429,0.55188
10.099,0.55974
9.8715,0.5676
9.6397,0.57546
9.527,0.58333
9.8012,0.59119
10.021,0.59905
10.368,0.60691
10.27,0.61477
11.95,0.62263
14.338,0.6305
14.232,0.63836
14.003,0.64622
13.769,0.65408
13.54,0.66194
13.307,0.66981
13.092,0.67767
12.849,0.68553
12.616,0.69339
12.392,0.70125
12.153,0.70911
11.911,0.71698
11.686,0.72484
11.447,0.7327
10.779,0.74056
6.3804,0.74842
6.5807,0.75629
6.713,0.76415
6.3112,0.77201
5.9925,0.77987
5.7157,0.78773
5.507,0.79559
5.2693,0.80346
5.1035,0.81132
4.8367,0.81918
4.4691,0.82704
4.2013,0.8349
3.9615,0.84276
3.7478,0.85063
3.5201,0.85849
3.2803,0.86635
3.3156,0.87421
2.9338,0.88207
2.6751,0.88994
2.6944,0.8978
2.4486,0.90566
2.0589,0.91352
1.8782,0.92138
1.6914,0.92924
1.2797,0.93711
0.83997,0.94497
0.68018,0.95283
0.48645,0.96069
0.33777,0.96855
0.27399,0.97641
0.16022,0.98428
-0.042542,0.99214
-0.045227,1
